,title,price,address,township,car_boxes,rooms,bathroms,squareM,description
2589,renta departamento en huixquilucan,16300.0,"cuajimalpa, cuajimalpa de morelos",cuajimalpa,2.0,3.0,2.0,138.0, excelente departamento amplio caracteristicas comedor y sala con terraza cocina integral con barra de granito area de lavado con closet 3 recamaras con closet recamara principal con terraza closet y baño completo con cancel 1 baño completo persianas ubicado en 3o piso 2 lugares de estacionamiento techados e independientes bodega elevadores pet friendly amenidades salon de fiestas gimnasio terraza con asador y juegos infantiles easybroker id eb jf0923 
2590,amplio departamento con balcones,25000.0,"lomas de reforma, miguel hidalgo",miguel hidalgo,1.0,2.0,2.0,180.0, departamento exterior en calle cerrada en lomas de reforma tiene 180 m2 y consta de estancia muy grande e iluminada cocina integral despensa area para desayunador 2 amplias recamaras con balcon closet y baño cuarto de lavado cuarto de servicio con baño elevador y 1 lugar de estacionamiento techado la calle es cerrada y tranquila por lo que ahi puede estacionarse otro auto puede ser amueblado edificio con lobby y vigilancia se aceptan mascotas cuota de mantenimiento incluida clave interna d75aa easybroker id eb je0317 
2591,se renta departamento en miyana ,47000.0,miguel hidalgo,miguel hidalgo,3.0,3.0,4.0,134.0, se renta departamento con buena iluminacion y orientacion de 3 recamaras cada una con su baño medio baño de visitas sala comedor cocina abierta area de lavado piso alto 3 estacionamientos 
2593,departamento en renta en santa fe cdmx,23500.0,cuajimalpa de morelos,cuajimalpa,2.0,2.0,2.0,95.0, estrena depto en renta en zona de santa fe exclente ubicacion con acceso inmediato a interlmas vista hermosa y bosques de las lomas distribucon 83m2 mas 13 m2 de balcon 2 recamaras con closets 2 baños completos cocina equipada acabados ceramica y marmol area de lavado amplia sala comedor amplios 2 lugares de estacionamiento en piso superior acceso inmediato amenities concepto sharing compartiendo utencilios y herramientas de uso esporadico bicicletas servicio para el desarrollo de transporte a areas santa fe incluido en costo alberca semi olimpica 3 carriles vapor y vestidores area de masaje y estetica gimnasio cafeteria von servicios de cafe y snack bar de jugos sky bar en piso 32 pet garden acceso controlado 24 hrs salon de eventos salon de yoga 
2594,"departamento en renta, 2 rec. 1 cuadra de reforma, cuauhtemoc",25000.0,"cuauhtemoc, cuauhtemoc",cuauhtemoc,1.0,2.0,2.0,80.0, increible departamento en renta en la colonia cuauhtemoc en rio rhin a pasos de reforma totalmente nuevo a estrenar con increible diseño y distribucion 80m2 2 recamaras 2 baños completos sala comedor con balcon al frente cocina integral concepto abierto con barra de granito incluye electrodomesticos refrigerador y centro de lavado nuevos bodega en sotano 1 estacionamiento edificio con amenidades roof garden gym equipado salon de usos multiples flexibilidad de contratacion easybroker id eb jf4254 
2596,departamento en renta en san pedro de los pinos ,16000.0,"av revolucion 534 san pedro de los pinos, benito juarez",benito juarez,1.0,2.0,2.0,70.0, bonito departamento con excelente ubicacion sobre revolucion a una cuadra del metro san pedro de los pinos y excelentes vialidades iluminado calido cuenta con cocina abierta salida al balcon por sala comedor y las 2 recamaras 2 baños completos area de lavado oculta un lugar de estacionamiento cuenta con valet parking conserge vigilancia las 24 hrs roof garden y una vista hermosa de la ciudad la renta incluye el mantenimiento 
2597,renta rallador del queso sordo madaleno,42500.0,"paseo de la reforma 2693 lomas de bezares, miguel hidalgo",miguel hidalgo,3.0,3.0,4.0,250.0, precio incluye mantenimiento hermoso proyecto del reconocido arquitecto sordo madaleno 3 recamaras con baño y vestidor baño de visitas family room cuarto de servicio con baño amplia estancia 3 estacionamientos bodega no mascotas 
2598,departamento bosques de las lomas (por arcos bosques),40000.0,"bosque de las lomas, miguel hidalgo",miguel hidalgo,4.0,3.0,3.0,250.0, se encuentra en una excelente ubicacion a 5 minutos de santa fe cerca de vias de acceso principales como paseo laureles carretera federal mexico toluca muy cerca de corporativos como arcos bosques centros comerciales bancos cines el departamento cuenta con tres habitaciones cada una con baño completo y vestidor sala comedor family desayunador cocina integral cerrada baño de visitas cuarto de servicio y area de lavado con vista a la avenida amenidades alberca techada y descubierta jacuzzi cancha de tenis cancha de basquet ball ludoteca jardin salon de usos multiples uno para eventos grandes y dos salones pequeños gimnasio vigilancia 24 7 mantenimiento incluido en la renta easybroker id eb an8983 
2599,* se renta departamento hermoso en reforma social !!,27000.0,"reforma social, miguel hidalgo",miguel hidalgo,1.0,2.0,2.0,102.0, excelente departmento en reforma social tecamachslco esta ubicado en una de las zonas mas cercas hacia polanco palmas reforma y lomas chapultepec mide 102 metros cuenta con dos recamaras y cocina de granito con unas super amenidades con una vista espectacular que podemos disfrutar tiene sauna jacuzzi alberca canchas roof garden cine y business center l y d easybroker id eb iu8835 
2600,garden house en renta en polanco! precioso,32750.0,"polanco, miguel hidalgo",miguel hidalgo,2.0,3.0,3.0,220.0, conoce este increible departamento ubicado en la calle de seneca en polanco son 220 m tiene 3 recamaras con baño family que podria ser la cuarta recamara tiene dos jardines lugar a para dos coches y bodega en la parte de arriba tiene un precioso roof garden vigilancia 24 horas mantenimiento incluido easybroker id eb jn7576 
2601,renta precioso departamento remodelado en el corazon de polanco,45000.0,"polanco, miguel hidalgo",miguel hidalgo,2.0,2.0,2.0,154.0, a solo unos pasos de masarik y de las mejores zonas de polanco como restaurantes tiendas bancos museos muy cerca de reforma se encuentra este estupendo departamento recien remodelado esta practicamente nuevo son 154 m tiene dos recamaras 2 5 baños lugar para dos autos cocina abierta incluye refrigerador y lavavajillas estancia muy amplia con finos acabados tiene control automatizado de luces audio y persianas vigilancia 24 horas el edificio cuenta con gimnasio salon de juegos de niños un precioso roof garden con vista espectacular incluye mantenimiento easybroker id eb jj6901 
2603,departamento a la renta en reforma 222,40000.0,"juarez, cuauhtemoc",cuauhtemoc,1.0,2.0,2.0,122.0, se renta muy buen departamento de 122mts en reforma 222 tiene 2 recamaras con baño y vestidor mas medio baño de visitas estancia amplia de sala y comedor cocina cerrada y cuarto de lavado 1 estacionamiento y areas comunes vista panoramica easybroker id eb jl8028 
2604,renta departamento  en city towers coyoacan,18000.0,"xoco, benito juarez",benito juarez,1.0,1.0,1.0,60.0, renta exclusivo departamento de una recamara con madera en sus pisos cocina abierta con horno de microondas refrigerador cuarto de lavado grandes ventanas mucha luz todo con persianas albercas estudio para tocar y escuchar musica sin interrupciones pista de hielo cancha de padel tiro de golf e incluso business center y salon de fiestas bien comunicado a un lado de la cinetica nacional cercano al centro de coyoacan cines bancos escuelas etc opcion a rentarse amueblado easybroker id eb jn6064 
2605,renta dep. amueblado nuevo carso toreo baja de precio,25000.0,"periodista, miguel hidalgo",miguel hidalgo,2.0,2.0,2.0,83.0, hermoso departamento en renta amueblado con excelente gusto cerca de wallmart y centro comercial toreo son 83m 2 recamaras la principal con vestidor 2 baños y medio cocina abierta estancia cuarto lavado 2 lugares de estacionamiento excelente seguridad amenidades muy bonitas como alberca jardin gym sauna vapor salon de fiestas ludoteca terraza salon de aerobics cine y proxima cafeteria la parrilla urbana easybroker id eb gc6882 
2607,rento departamento cuajimalpa stampa amueblado,17000.0,"carretera mexico toluca 5692 contadero, cuajimalpa de morelos",cuajimalpa,1.0,1.0,1.0,61.0, precioso departamento nuevo amueblado en stampa estilo moderno superficie 61m2 edificio d sexto piso con agradables sensaciones y mucha tranquilidad consta de agradable estancia con balcon cocina equipada area de lavado una recamara con balcon vestidor y baño completo un lugar de estacionamiento techado el departamento cuenta con muebles sillon cuadro mesa t v comedor con 4 sillas refregerador microondas utencilios de cocina centro de lavado cama queen size buroes lamparas todo el departamento cuenta con persianas el conjunto cuenta con albercacon area social y carril de nado 2 jacuzzi sauna vapor area de masaje dos gimnasios cafeteria jardines asadores salon para adultos salones de eventos elevadores estacionamiento de visitas tiene una excelente vigilancia y mantenimiento informes 
2608,departamento en renta bosques de las lomas,70000.0,"bosque de las lomas, miguel hidalgo",miguel hidalgo,3.0,3.0,3.0,410.0, hermoso departamento en ahuehuetes norte en uno de los desarrollos mas bonitos de bosques de la lomas departamento de 410 m2 distribuido en tres recamaras cada una con su vestidor y baño sala comedor ante comedor balcon cocina despensas area de lavado cuarto de servicio con baño sala de television bodega elevador directo al departamento amenidades jardines de 20 000 m2 de circulaciones y jardines cancha de tenis gimnasio salon de fiestas alberca exterior alberca interior ludoteca salon de usos multiples para 250 personas 4 estacionamientos estacionamiento de visitas seguridad 24 horas elevador de servicio elevador directo al departamento vigilancia 24 7 easybroker id eb an9139 
2609,departamento en renta en bosques de las lomas,45000.0,"bosques de las lomas, cuajimalpa de morelos",cuajimalpa,3.0,3.0,3.0,229.0, 3 recamaras con baño y walk in closet cocina equipada amplia estancia y comedor family baño de visitas area y cuarto de servicio 3 estacionamientos bodega easybroker id eb jn1457 
2610,hermosa suite amueblada en la cite santa fe,15000.0,"carretera mexico – toluca #5095 el yaqui, cuajimalpa de morelos",cuajimalpa,1.0,1.0,1.0,49.0, cercana a la ibero tec de monterrey colegio hebreo tarbut colegio peterson expo santa fe mexico parque la mexicana centros comerciales como garden santa fe samara patio etc hermosa suite con vista espectacular consta de 1 recamara baño sala comedor y cocina 49 m² de superficie excelente distribucion acabados de lujo barra de granito pisos de marmol y madera canceles de vidrio templado estupenda iluminacion totalmente amueblada y lista para ocupar equipada con refrigerador horno convencional horno microondas lavadora y secadora 1 lugar de estacionamiento cubierto valet parking maxima seguridad con vigilancia las 24 horas elevador accesos controlados amenidades areas verdes salon de usos multiples roof garden con asadores gimnasio area de niños jovenes y mascotas tienda de autoservicio en pb tintoreria y restaurante costo mensual incluye mantenimiento de 2 000 mn 
2611,renta magnifico departamento en residencial   armoni bosques de las lomas,57000.0,"bosque de las lomas, miguel hidalgo",miguel hidalgo,3.0,3.0,3.0,300.0, excelente departamento en armoni bosques de las lomas son 300 m muy amplia estancia elevador al piso 3 recamaras cada una con vestidor y baño family cuarto de servicio y lavanderia lugar para 3 coches bodega magnifica areas comunes alberca jacuzzi jardines con asadores ludoteca gimnasio paddle tenis cancha de fronton seguridad 24 horas ubicado a dos minutitos de santa fe cerca arcos bosques de la universidad iberoamericana oficinas muy cerca de santafe mantenimiento incluido easybroker id eb fv4235 
2613,rento encantadora suite amueblada en la cite santa fe,15000.0,"carretera mexico – toluca #5095 el yaqui, cuajimalpa de morelos",cuajimalpa,1.0,1.0,1.0,60.0, consta de 1 recamara vestidor y baño sala comedor y cocina excelente distribucion acabados de lujo barra de granito pisos de marmol y madera canceles de vidrio templado estupenda iluminacion totalmente amueblada y lista para ocupar totalmente equipada con refrigerador horno convencional horno microondas lavadora y secadora 1 lugar de estacionamiento cubierto estacionamiento para visitas valet parking maxima seguridad con vigilancia las 24 horas elevador y accesos controlados amenidades areas verdes salon para eventos roof garden con asadores y vista espectacular gimnasio area de niños jovenes y mascotas tienda de autoservicio en pb tintoreria y restaurante costo mensual incluye mantenimiento de 2 000 mn cercana a la ibero tec de monterrey colegio hebreo tarbut colegio peterson expo santa fe mexico parque la mexicana centros comerciales como garden santa fe samara patio etc 
2614,renta o venta  en residencial lomas,32750.0,"lomas de chapultepec, miguel hidalgo",miguel hidalgo,4.0,3.0,1.0,360.0, departamento recien remodelado en residencial lomas muy buena orientacion y muy tranquilo muy silencioso y callado con vista al jardin del residencial excelentes areas y con facil comunicacion q todos lados uno de los mejores desarrollos de la zona 3 recamaras cada una con baño y vestidor area de family y cocina equipada easybroker id eb gr4281 
2616,palmas park ! av de las palmas! estupendo departamento en renta,47000.0,"lomas de chapultepec, miguel hidalgo",miguel hidalgo,2.0,2.0,2.0,180.0, estas buscando rentar un lindo departamento que mejor que en palmas park sobre avenida de las palmas muy cerca de polanco de bancos ricos restaurantes centros comerciales a solo dos minutos del periferico cuenta con 180 m dos amplias recamaras con vestidor y baño linda y moderna cocina abierta con barra de granito totalmente equipada medio baño de visitas area de servicio lugar para dos coches vigilancia 24 horas lindas amenidades alberca gimnasio ludoteca cancha de paddle salones de baile de adultos y de fiestas mantenimiento incluido conocelo te va a encantar easybroker id eb jk5404 
2617,"precioso departamento en renta, citta san jeronimo.",22000.0,"san jose del olivar, alvaro obregon",alvaro obregon,0.0,2.0,2.0,110.0, bonito departamento en renta de 110 mts 10 de terraza 2 recamaras 2 baños completas cocina integral alberca area de mascotas asadores gym salon de adultos salon de fiestas se aceptan mascotas easybroker id eb hj7647 
2618,renta - depa 3r.2b.1e  sur cdmx ,19000.0,"medanos 128 pilares aguilas, alvaro obregon",alvaro obregon,1.0,3.0,2.0,120.0, departamento de espacios amplios en las aguilas listo para ocuparse en condominio de ambiente familiar conserje vigilancia nocturna camaras de seguridad jardin para eventos inmueble de espacios amplios 120m² iluminacion natural 3 recamaras estudio 2 baños completos uno de ellos con una pequeña tina estancia comedor con ventanales de techo a piso chimenea cocina integral area de lavado dentro del departamento alacena cava de vinos bodega y cuarto de servicio independiente con baño completo estacionamiento automatizado con opcion a un segundo lugar haz extraordinario lo cotidiano contactame 
2619,amplio departamento a la renta en reforma 222,60000.0,"juarez, cuauhtemoc",cuauhtemoc,2.0,3.0,3.0,173.0, se renta muy amplio departamento de 173mts en reforma 222 tiene 3 recamaras con baño y vestidor mas medio baño de visitas estancia amplia de sala y comedor cocina cerrada y cuarto de lavado 2 estacionamientos y areas comunes easybroker id eb jl7781 
2620,departamento en renta en stampa santa fe,16500.0,"contadero, cuajimalpa de morelos",cuajimalpa,2.0,1.0,1.0,65.0, comodo departamento en renta con iluminacion natural una recama amplia con walk in con baño cocina abierta con barra de granito espacio amplio para el refrigerador area de lavado bodega grande dos estacionamientos techados las amenidades estan en el mismo edificio amenidades 10 000 mts de areas verdes pista de jogging alberda 3 jacuzzis gym spa sauna vapor cancha de tenis y paddel salon para eventos salon de adulto y jovenes cine ludoteca social club snack bar mini super tintoreria coffee shop el precio de la renta incluye el mantenimiento seguridad las 24 horas easybroker id eb jm0766 
2621,renta departamento con terraza y roofgarden privado,50000.0,"tizapan, alvaro obregon",alvaro obregon,2.0,3.0,3.0,359.0, departamento en renta distribuido en 3 plantas en la planta baja cocina sala que se integra con la terraza comedor medio baño para visitas area de lavado alacena cuarto de servicio en el 2o nivel 3 recamaras cada una con baño completo la principal con walking closet y baño en el 3er piso un roofgarden privado con pergola horno de piedra tarja acepta mascota cuenta con 2 lugares de estacionamiento techados no se estorba con ningun vecino el condominio cuenta con alberca gimnasio vigilancia 24 hrs cuota de mantenimiento incluida clave interna d131ra easybroker id eb jn5094 
2622,departamento a la renta en reforma 222,40000.0,"juarez, cuauhtemoc",cuauhtemoc,1.0,2.0,2.0,125.0, se renta muy buen departamento de 125mts en reforma 222 con hermosa vista tiene 2 recamaras con baño y vestidor mas medio baño de visitas estancia amplia de sala y comedor cocina cerrada y cuarto de lavado 1 estacionamiento y areas comunes easybroker id eb jl8048 
2623,fabuloso departamento en renta con una excelente ubicacion,30000.0,"lago zurich 243 ampliacion granada, miguel hidalgo",miguel hidalgo,2.0,3.0,2.0,88.0, fabuloso departamento para estrenar en polarea ubicado en la torre ginebra cuenta con 88m2 distribuidos en tres recamaras la principal con baño con doble lavabo dos baños completos sala comedor amplios cocina abierta equipada con barra area de lavado y dos cajones de estacionamiento el edificio cuenta con lobby seguridad las 24hrs acceso controlado cinco elevadores amenidades como alberca gimnasio busines center juegos infantiles area de asadores salon de usos multiples ludoteca spa jacuzzi y canchas de paddle renta ya incluye mantenimiento 4 500 
2624,be grand park san angel,55000.0,"canoa 235 progreso tizapan, alvaro obregon",alvaro obregon,3.0,3.0,3.0,245.0, excelente ubicacion a solo dos minutos de periferico o segundo piso maravillosa vista piso 21 este departamento cuenta con una excelente distribucion de sala comedor estudio medio baño de visitas closet de visitas cocina amplia con ante comedor sala de television tres recamaras la principal muy amplia con vestidor y baño las otras dos recamaras cuentan con closet y baño cuarto de servicio con baño entrada principal y de servicio area de lavado 3 estacionamiento bodega de 10 m2 dos elevadores 2 departamentos por piso estricta vigilancia 24 horas area de estacionamiento para visitas amanidades alberca gimnasio sala de usos multiples con area de cocina juegos infantiles biblioteca spa cerca de centros comerciales parque escuelas mantenimiento incluido 
2625,loft city sante fe / departamento city santa fe / loft parque la mexicana,27000.0,"lomas de santa fe, contadero, cuajimalpa, 01219 mexico city santa fe cuajimalpa, cuajimalpa de morelos",cuajimalpa,1.0,1.0,1.0,78.0, loft en renta city santa fe 78 m2 1 recamara con baño y walking closet cocina 1 estacionamiento amenidades gym spa alberca jacuzzi area de juegos area de asadores area para mascotas ludoteca billar salon de eventos sky lounge adicionales frente a parque la mexicana vigilancia 24hrs debajo de la torre se encuentra moshi moshi giornale piola starbucks oxxo k city market restaurantes bancos gimnasios cines y supermercados cercanos cerca de centro comercial santa fe precio 27 000 mantenimiento incluido 
2626,"departamento en renta, santa fe we, alberca",26500.0,"ampliacion blv. reforma 5392 el yaqui, cuajimalpa de morelos",cuajimalpa,3.0,2.0,2.0,117.0, we santa fe un estilo de vida excepcional ubicacion y vistas privilegiadas acceso inmediato a santa fe vista hermosa y bosques de las lomas cerca de los mejores restaurantes hospitales centros comerciales las mejores univerdidades es un proyecto basado en la tendencia sharing con servicios y ameniedades de primer nivel son 2 torres de 32 niveles casa una con 1 232 mt2 de ameniedades helathy life gimnasio alberca semi olimpica salon de yoga vapor sala de masaje vestidores salon de belleza social life cafeteria terraza con chimenea salon de usos multiples ludoteca juegos infantiles sky lounge we santa fe la mejor vista de la zona 
2627,renta padrisimo depto en guadalupe inn,19000.0,"guadalupe inn, alvaro obregon",alvaro obregon,2.0,1.0,1.0,75.0, depto de 75m2 2 lugares de estacionamiento con valente parking area de lavado cocina abierta con barra sala y comedor con balcon interior medio baño y una recamara con vestidor y baño amenidades gym alberca techada salon de usos multiples acceso para discapacitados vigilancia 24 hrs camaras de circuito cerrado super ubicado la renta incluye mantenimiento easybroker id eb hz6472 
2629,renta - depa amueblado puerta alameda 1r.1b.1e - balcon ,16500.0,"revillagigedo 18 centro, cuauhtemoc",cuauhtemoc,1.0,1.0,1.0,57.0, departamento en el corazon del centro historico de la ciudad de mexico puerta alameda es el lugar ideal para una vida cosmopolita y llena de confort ubicado al costado de la alameda central y el iconico palacio de bellas artes el departamento de 57m2 cuenta con espacios funcionales acondicionado con todo lo necesario para que te sientas como en casa una recamara sala comedor cocina integral acabado de granito baño completo con espacio de estacionamiento balcon el proyecto arquitectonico fue galardonado con el premio nacional de vivienda 2006 este conjunto residencial de alto nivel brinda amenidades y servicios como lobby de visitas vigilancia 24 7 kids corner roof garden area de jogging gimnasio alberca semi olimpica sala de proyeccion privada business center y servicio de tintoreria el centro historico invita a conocer el encuentro perfecto entre nuestras tradiciones ancestrales y la sofisticacion contemporanea de los museos y teatros que rodean puerta alameda descubre una variedad de restaurantes tiendas eventos culturales y vida nocturna en sus alrededores haz extraordinario lo cotidiano toma la decision contactame 
2630,renta departamento en loma hermosa alcaldia miguel hidalgo ,10000.0,"lomas hermosa, miguel hidalgo",miguel hidalgo,0.0,2.0,1.0,65.0, excelente departamento en planta baja dos habitaciones con closet estancia comedor un baño completo bonita cocina y area de lavado a 10 minutos de polanco y zona de hospital militar 
2631,departamento en santa fe con amenidades listo para entrar,15000.0,"santa fe, alvaro obregon",alvaro obregon,1.0,1.0,1.0,60.0, ideal departamento en santa fe para estudiantes o inversionistas el departamento tiene excelente ubicacion cerca de universidades y oficinas un departamento que cuenta con 1 cuarto 1 baño completo cocina abierta area de sala 1 lugares de estacionamiento el departamento esta super bien iluminado y tiene excelentes amenidades amenidades alberca gym ludoteca spa con vapor terraza roof con asadores easybroker id eb ga1802 
2632,renta dpto en las aguilas,13000.0,"ampliacion alpes, alvaro obregon",alvaro obregon,2.0,2.0,2.0,80.0, se renta acogedor departamento de 80 m2 en una super ubicacion el cual cuenta con estancia sala comedor 2 recamaras 2 baños completos espacio para centro de lavado estacionamiento techado para un automovil con seguridad las 24 hrs y elevador easybroker id eb jo8345 
2633,"renta departamento, excelente ubicacion en cuauhtemoc, a 3 cuadras del angel",25000.0,"cuauhtemoc, cuauhtemoc",cuauhtemoc,2.0,2.0,2.0,94.0, departamento ubicado a 1 cuadra de av circuito y 3 cuadras del angel de la independencia muy centrico con excelentes vias de comunicacion a 15 minutos de polanco 2 cuartos 2 5 baños sala comedor cocina completa acabados de lujo balcon 2 cajones de estacionamiento bodega requisitos flexibles easybroker id eb iw2547 
2634,departamento en renta colonia del valle,18000.0,"jose maria rico 625 del valle, benito juarez",benito juarez,2.0,2.0,2.0,80.0, hermoso departamento amplio moderno e iluminado con finos detalles y acabados como dato importante la recamara principal tiene vestidor y la cocina es abierta con barra de granito dos estacionamientos independientes estacionamiento de visitas ubicado en la colonia del valle cerca de centros comerciales como plaza universidad centro coyoacan galerias insurgentes facil acceso a hospitales plazas parques cines restaurantes vive el confort de la colonia del valle vigilancia 24 hrs elevador se acepta mascota pequeña requisitos 1 mes de deposito renta en curso poliza juridica con aval con propiedad en cdmx incluye mantenimiento 
2635,renta/venta acogedor dpto en vista san angel,18000.0,"san angel, alvaro obregon",alvaro obregon,1.0,2.0,2.0,74.0, excelente departamento con 74 m2 habitables de 2 recamaras la principal con baño y closet la segunda con closet y comparte baño area social sala comedor y cocina abierta el dpto se encuentra en el piso 3 en el cual se logra apreciar una bonita vista cuenta con 1 cajon de estacionamiento con eleva autos pero hay valet parking mantenimiento 1544 00 valet parking 375 00 renta 18 000 00 con mantenimiento y valet incluido venta 4 000 000 00 easybroker id eb jm0925 
2636,departamento en la mejor parte de campos eliseos ,25000.0,"campos eliseos 93 polanco, miguel hidalgo",miguel hidalgo,0.0,2.0,2.0,70.0, puede ser con o sin muebles 70m2 piso 2 2 recamaras la principal con baño closet de blancos baño completo en estancia cocina integral equipada totalmente remodelado sin eleador no mascotas 
2637,departamento en renta bosques de las lomas,19000.0,"bosque de tamarindos bosques de las lomas, cuajimalpa de morelos",cuajimalpa,2.0,2.0,2.0,130.0, departamento en bosques de las lomas estilo colonial 130m2 dos recamaras la principal con baño 2 baños sala comedor cocina area de lavado cuarto de servicio intregrado con baño elevador dos estacionamientos techados fijos vigilancia 24 hrs 
2638,excelente departamento ,13600.0,"general pedro maria anaya, benito juarez",benito juarez,1.0,2.0,1.0,67.0, 2 recamaras cocina integral abierta con barra amplios closets puertas de cristal en el baño area de lavado 1 estacionamiento independiente vigilancia limpieza en areas comunes ultimo piso 7 mantenimiento incluido 
2639,depto renta col anahuac vigilancia y elevador,9000.0,"anahuac i seccion, miguel hidalgo",miguel hidalgo,0.0,2.0,1.0,60.0, depto renta col anahuac dos recamaras un baño completo area de lavado elevador y vigilancia la renta incluye mantenimiento el edificio no tiene estacionamiento pero junto hay lugares 
2640,departamento the point santa fe,18000.0,"santa fe cuajimalpa, cuajimalpa de morelos",cuajimalpa,1.0,1.0,1.0,70.0, departamento a estrenar ubicado en la mejor zona de santa fe consta de una recamara baño y vestidor sala comedor calefaccion cocina equipada balcon y area de lavado amenidades gimnasio alberca jacuzzi sala de masaje sauna salon de adultos salon de usos multiples terraza y roof garden en el lobby te encontraras con diversos comercios y restaurantes que ofrecen distintos servicios este desarrollo es un lugar unico y placentero para vivir easybroker id eb cc9778 
2641,departamento en renta colonia anahuac. cmdx,10500.0,"lago chalco 122 anahuac ii seccion, miguel hidalgo",miguel hidalgo,1.0,2.0,1.0,55.0, muy bonito departamento en perfectas condiciones muy bien ubicado a 2 cuadras de marina nacional a minutos de polanco esta permitido mascotas siempre y cuando se responsabilicen de cualquier daño hay gas natural se da control para la puerta del estacionamiento hay vigilancia 24 hrs 
2642,venta o renta departamento av. horacio polanco,65000.0,"polanco, miguel hidalgo",miguel hidalgo,2.0,3.0,3.0,240.0, precioso departamento en venta o renta con excelentes acabados son 240m 3 recamaras con vestidor y baño family cocina abierta cuarto de servicio y lavado bodega 2 lugares de estacionamiento el edificio cuenta con roof garden y gimnasio valet parking y vigilancia 24 hrs se renta amueblado en 75 000 y sin amueblar en 65 000 incluyendo mantenimiento easybroker id eb ft7512 
2643,"departamento en renta alure lomas ""amueblado""",19500.0,"lomas de chapultepec, miguel hidalgo",miguel hidalgo,1.0,1.0,1.0,55.0, excelente ubicacion cerca de vialidades importantes como paseo de las palmas reforma periferico a unos minutos de polanco completamente amueblada cuenta con 55 m2 una habitacion sala comedor cocina baño completo amenidades vigilancia 24 7 jardines alberca sauna sun roff easybroker id eb je4323 
2644,excelente departamento ampliacion granada,23000.0,"ampliacion granada, miguel hidalgo",miguel hidalgo,2.0,2.0,2.0,87.0, excelente departamento recien remodelado persianas nuevas cambiaron piso en horisontes molier super bien ubicado 87 m2 sala comedor cocina integral area de lavado 2 recamaras la recamara principal con baño independiente y vestidor la segunda recamara con closet de piso a techo segundo baño en el pasillo area de lavado dos lugares de estacionamiento en bateria y lugar independientes y roof garden comun alberca con carril de nado gimnasio jacuzzi salon de usos multiples ludoteca vigilancia 24 horas el precio ya incluye mantenimiento torre 1 easybroker id eb hc0740 
2646,departamento en renta armoni bosques de las lomas,55000.0,"bosques de las lomas, cuajimalpa de morelos",cuajimalpa,3.0,3.0,3.0,300.0, se encuentra a unos minutos de santa fe con excelentes vias de acceso hacia reforma cosntituyentes cerca de centros comerciales cine tiendas de autoservicio el departamento cuenta con tres habitaciones cada una con baño completo y vestidor sala comedor baño de visitas cocina area de lavado cuarto de servicio amenidades alberca spa gym salon de fiestas jardin cancha de tenis vigilancia 24 7 easybroker id eb bg8146 
2647,amplio e iluminado departamento por torres de padierna,14000.0,"tizimin 209 torres de padierna, tlalpan",tlalpan,2.0,2.0,1.0,90.0, excelente departamento cuenta con 90m2 cocina integral amplia e iluminada estancia 2 recamaras con closet 1 baño completo cuarto de lavado con instalacion para lavadora y secadora conjunto de solo 5 deptos 2 lugares de estacionamiento con porton automatico conoce tu nuevo hogar 
2648,"excelente ubicacion, depto 2 rec, 2 baños, balcon, 2 estac, 100 mts, $12,000",12000.0,"lomas de memetla, cuajimalpa de morelos",cuajimalpa,2.0,2.0,2.0,90.0, excelente departamento de 90 metros iluminado y calientito 2 recamaras con closets balcon terraza 2 baños completos sala comedor cocina 2 lugares de estacionamientos techados el departaemento cuenta con pisos laminados lamparas persianas el edificio es de solo 12 departamentos y cuenta con conserje asador en la azotea cerca electrificada la cuota de mantenimiento es de 1 000 00 m n mensuales 
2649,renta hermoso depto. amueblado en la quadra carso (cod.g02),23000.0,"12, granada, miguel hidalgo, 11529 ciudad de mexico, cdmx granada, miguel hidalgo",miguel hidalgo,2.0,2.0,3.0,80.0, vive en carso una de las zonas mas exclusivas de la ciudad renta con mantenimiento incluido 80 m2 2 habitaciones con baño la principal con vestidor 1 baño de visitas completo cocina integral area de lavado piso 7 interior edficio de 16 pisos 5 departamentos por piso 2 lugares de estacionamiento en linea se comparten con un tercer auto mucha luz natural se aceptan mascotas vigilancia 24 7 alberca multiples amenidades renta 23 000 mantenimiento incluido 
2650,bonito departamento amueblado en renta en col. anahuac,12800.0,"anahuac i seccion, miguel hidalgo",miguel hidalgo,1.0,2.0,1.0,54.0, con excelente ubicacion le ofrecemos este bonito departamento amueblado en renta en colonia anahuac a dos cuadras de mariano escobedo y marina nacional ideal para ejecutivos estudiantes parejas medicos cuenta con area de lavado refrigerador samsung cocina integral antecomedor futon matrimonial 1 cama individual closets baño con tina no pierda oportunidad de rentarlo easybroker id eb gd5555 
2651,rio nazas,26000.0,"cuauhtemoc, cuauhtemoc",cuauhtemoc,1.0,3.0,2.0,170.0, departamento remodelado se renta con muebles o sin muebles amueblado 32 000 00 sin muebles 26 000 00 tres recamara con closet la principal con baño cabe una cama king size un baño exterior para las recamaras gemelas con closet cabe una cama matrimonial medio baños a la entrada del departamento para visitas sala comedor area de lavado cuarto de servicio un cajon de estacionamiento elevador vigilancia las 24 00 horas ya esta incluido el mantenimiento easybroker id eb fx0127 
